evals.q.250.	_.mt2mo.mmIOneMax.25.2.ga.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.ga.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.ga.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.ga.33.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.ga.33.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.ga.33.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.nsga2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.nsga2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.nsga2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.me.2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.me.2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.me.2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.e.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.e.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.e.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.cc.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.cc.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.cc.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.e.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.e.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.e.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.cc.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.cc.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.cc.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.ga.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.ga.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.ga.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.ga.33.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.ga.33.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.ga.33.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.nsga2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.nsga2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.nsga2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.me.2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.me.2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.me.2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.e.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.e.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.e.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.cc.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.cc.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.cc.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.e.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.e.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.e.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.cc.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.cc.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.cc.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.ga.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.ga.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.ga.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.ga.33.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.ga.33.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.ga.33.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.nsga2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.nsga2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.nsga2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.me.2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.me.2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.me.2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.e.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.e.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.e.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.cc.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.cc.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.cc.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.e.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.e.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.e.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.cc.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.cc.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.cc.21.firsts.each.fitness.hypervolume.max
1.900e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	3.008e-01	4.536e-01	4.336e-01	4.752e-01	2.488e-01	2.408e-01	2.808e-01	3.464e-01	3.376e-01	3.664e-01	3.464e-01	3.264e-01	3.472e-01	2.480e-01	2.376e-01	2.664e-01	2.776e-01	2.600e-01	2.952e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.484e-01	1.847e-01	1.745e-01	1.921e-01	2.196e-01	2.105e-01	2.258e-01	2.518e-01	2.439e-01	2.578e-01	1.186e-01	1.078e-01	1.269e-01	1.360e-01	1.206e-01	1.410e-01	2.520e-01	2.470e-01	2.580e-01	2.418e-01	2.358e-01	2.449e-01	2.801e-01	2.745e-01	2.862e-01	1.564e-01	1.465e-01	1.600e-01	1.502e-01	1.477e-01	1.578e-01	1.806e-01	1.767e-01	1.874e-01	8.433e-02	8.204e-02	9.133e-02	9.357e-02	8.918e-02	9.723e-02
1.925e+04	2.816e-01	2.624e-01	2.824e-01	2.808e-01	2.608e-01	2.816e-01	4.536e-01	4.336e-01	4.752e-01	2.544e-01	2.416e-01	2.808e-01	3.464e-01	3.376e-01	3.664e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	nan	nan	nan	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.484e-01	1.841e-01	1.745e-01	1.921e-01	2.208e-01	2.136e-01	2.276e-01	2.532e-01	2.455e-01	2.559e-01	nan	nan	nan	nan	nan	nan	2.520e-01	2.480e-01	2.590e-01	2.427e-01	2.387e-01	2.468e-01	2.811e-01	2.746e-01	2.866e-01	1.575e-01	1.461e-01	1.620e-01	1.544e-01	1.483e-01	1.621e-01	1.828e-01	1.769e-01	1.902e-01	nan	nan	nan	nan	nan	nan
1.950e+04	2.816e-01	2.616e-01	2.832e-01	2.808e-01	2.616e-01	3.008e-01	4.544e-01	4.336e-01	4.752e-01	2.544e-01	2.416e-01	2.808e-01	3.464e-01	3.392e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	2.464e-01	2.328e-01	2.664e-01	2.816e-01	2.576e-01	3.008e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.484e-01	1.841e-01	1.746e-01	1.920e-01	2.217e-01	2.136e-01	2.282e-01	2.539e-01	2.450e-01	2.602e-01	1.196e-01	1.076e-01	1.284e-01	1.345e-01	1.233e-01	1.409e-01	2.520e-01	2.470e-01	2.589e-01	2.429e-01	2.379e-01	2.477e-01	2.813e-01	2.756e-01	2.866e-01	1.566e-01	1.495e-01	1.620e-01	1.530e-01	1.483e-01	1.625e-01	1.876e-01	1.797e-01	1.931e-01	8.512e-02	8.247e-02	9.144e-02	9.377e-02	8.958e-02	9.683e-02
1.975e+04	2.816e-01	2.616e-01	2.824e-01	2.808e-01	2.616e-01	3.016e-01	4.544e-01	4.336e-01	4.752e-01	2.544e-01	2.416e-01	2.808e-01	3.464e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	2.560e-01	2.352e-01	2.648e-01	2.816e-01	2.576e-01	3.104e-01	2.550e-01	2.500e-01	2.600e-01	2.600e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.484e-01	1.843e-01	1.785e-01	1.920e-01	2.226e-01	2.136e-01	2.272e-01	2.540e-01	2.454e-01	2.595e-01	1.197e-01	1.064e-01	1.271e-01	1.365e-01	1.242e-01	1.427e-01	2.520e-01	2.460e-01	2.590e-01	2.439e-01	2.396e-01	2.489e-01	2.823e-01	2.777e-01	2.904e-01	1.589e-01	1.496e-01	1.664e-01	1.545e-01	1.496e-01	1.626e-01	1.879e-01	1.807e-01	1.937e-01	8.686e-02	8.304e-02	9.180e-02	9.601e-02	8.968e-02	1.002e-01
2.000e+04	2.808e-01	2.608e-01	2.824e-01	2.816e-01	2.616e-01	3.016e-01	4.544e-01	4.336e-01	4.752e-01	2.544e-01	2.424e-01	2.808e-01	3.464e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	2.872e-01	2.688e-01	3.112e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.484e-01	1.862e-01	1.785e-01	1.922e-01	2.234e-01	2.155e-01	2.288e-01	2.550e-01	2.473e-01	2.604e-01	nan	nan	nan	1.379e-01	1.247e-01	1.427e-01	2.520e-01	2.460e-01	2.600e-01	2.439e-01	2.399e-01	2.490e-01	2.829e-01	2.778e-01	2.904e-01	1.590e-01	1.510e-01	1.653e-01	1.580e-01	1.506e-01	1.669e-01	1.865e-01	1.819e-01	1.947e-01	nan	nan	nan	9.544e-02	8.972e-02	9.787e-02
2.025e+04	2.816e-01	2.616e-01	3.008e-01	2.808e-01	2.616e-01	3.008e-01	4.544e-01	4.336e-01	4.752e-01	2.544e-01	2.424e-01	2.808e-01	3.464e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	2.584e-01	2.408e-01	2.688e-01	nan	nan	nan	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.383e-01	3.300e-01	3.484e-01	1.869e-01	1.816e-01	1.938e-01	2.263e-01	2.178e-01	2.317e-01	2.575e-01	2.477e-01	2.675e-01	1.223e-01	1.121e-01	1.276e-01	nan	nan	nan	2.520e-01	2.460e-01	2.600e-01	2.449e-01	2.399e-01	2.499e-01	2.841e-01	2.774e-01	2.917e-01	1.603e-01	1.556e-01	1.670e-01	1.575e-01	1.506e-01	1.675e-01	1.874e-01	1.836e-01	1.940e-01	8.596e-02	8.265e-02	9.138e-02	nan	nan	nan
2.050e+04	2.816e-01	2.624e-01	2.824e-01	2.808e-01	2.616e-01	3.008e-01	4.544e-01	4.336e-01	4.752e-01	2.616e-01	2.424e-01	2.840e-01	3.464e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	2.888e-01	2.688e-01	3.128e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.383e-01	3.300e-01	3.500e-01	1.873e-01	1.816e-01	1.938e-01	2.266e-01	2.210e-01	2.332e-01	2.574e-01	2.529e-01	2.638e-01	nan	nan	nan	1.383e-01	1.267e-01	1.426e-01	2.520e-01	2.460e-01	2.600e-01	2.459e-01	2.418e-01	2.509e-01	2.842e-01	2.775e-01	2.917e-01	1.620e-01	1.545e-01	1.676e-01	1.593e-01	1.509e-01	1.677e-01	1.868e-01	1.829e-01	1.920e-01	nan	nan	nan	9.642e-02	9.234e-02	1.031e-01
2.075e+04	2.816e-01	2.616e-01	3.016e-01	2.816e-01	2.616e-01	3.016e-01	4.544e-01	4.336e-01	4.752e-01	2.648e-01	2.432e-01	2.840e-01	3.464e-01	3.456e-01	3.664e-01	3.464e-01	3.264e-01	3.472e-01	2.632e-01	2.416e-01	2.680e-01	2.968e-01	2.712e-01	3.112e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.383e-01	3.300e-01	3.500e-01	1.884e-01	1.823e-01	1.992e-01	2.293e-01	2.210e-01	2.335e-01	2.572e-01	2.530e-01	2.638e-01	1.234e-01	1.126e-01	1.293e-01	1.383e-01	1.272e-01	1.481e-01	2.520e-01	2.460e-01	2.580e-01	2.469e-01	2.418e-01	2.499e-01	2.850e-01	2.776e-01	2.945e-01	1.620e-01	1.558e-01	1.692e-01	1.606e-01	1.535e-01	1.677e-01	1.877e-01	1.829e-01	1.938e-01	8.525e-02	8.304e-02	9.146e-02	9.710e-02	9.182e-02	1.033e-01
2.100e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	3.000e-01	4.560e-01	4.336e-01	4.760e-01	2.584e-01	2.432e-01	2.848e-01	3.464e-01	3.456e-01	3.664e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	2.968e-01	2.712e-01	3.144e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.500e-01	1.926e-01	1.823e-01	1.965e-01	2.307e-01	2.210e-01	2.365e-01	2.580e-01	2.544e-01	2.643e-01	nan	nan	nan	1.389e-01	1.252e-01	1.468e-01	2.520e-01	2.460e-01	2.600e-01	2.460e-01	2.419e-01	2.509e-01	2.852e-01	2.774e-01	2.954e-01	1.620e-01	1.546e-01	1.694e-01	1.611e-01	1.536e-01	1.680e-01	1.896e-01	1.837e-01	1.961e-01	nan	nan	nan	9.687e-02	9.182e-02	1.037e-01
2.125e+04	2.816e-01	2.616e-01	2.824e-01	2.808e-01	2.616e-01	3.008e-01	4.560e-01	4.336e-01	4.760e-01	2.648e-01	2.432e-01	2.848e-01	3.464e-01	3.456e-01	3.664e-01	3.464e-01	3.264e-01	3.472e-01	2.656e-01	2.432e-01	2.712e-01	nan	nan	nan	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.500e-01	1.933e-01	1.823e-01	2.001e-01	2.320e-01	2.226e-01	2.391e-01	2.580e-01	2.545e-01	2.645e-01	1.222e-01	1.152e-01	1.288e-01	nan	nan	nan	2.520e-01	2.480e-01	2.600e-01	2.460e-01	2.420e-01	2.509e-01	2.849e-01	2.774e-01	2.954e-01	1.656e-01	1.531e-01	1.692e-01	1.618e-01	1.536e-01	1.659e-01	1.904e-01	1.838e-01	1.975e-01	8.641e-02	8.310e-02	9.187e-02	nan	nan	nan
2.150e+04	2.816e-01	2.624e-01	2.816e-01	2.808e-01	2.616e-01	2.824e-01	4.560e-01	4.336e-01	4.760e-01	2.640e-01	2.432e-01	2.848e-01	3.464e-01	3.456e-01	3.664e-01	3.464e-01	3.264e-01	3.472e-01	2.656e-01	2.432e-01	2.776e-01	2.960e-01	2.728e-01	3.160e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.500e-01	1.933e-01	1.823e-01	2.006e-01	2.331e-01	2.300e-01	2.405e-01	2.582e-01	2.551e-01	2.644e-01	1.232e-01	1.144e-01	1.301e-01	1.383e-01	1.302e-01	1.481e-01	2.520e-01	2.480e-01	2.600e-01	2.478e-01	2.420e-01	2.518e-01	2.870e-01	2.774e-01	2.954e-01	1.660e-01	1.546e-01	1.700e-01	1.620e-01	1.557e-01	1.672e-01	1.928e-01	1.869e-01	1.994e-01	8.650e-02	8.364e-02	9.281e-02	9.746e-02	9.069e-02	1.024e-01
2.175e+04	2.816e-01	2.616e-01	3.008e-01	2.816e-01	2.616e-01	2.824e-01	4.560e-01	4.336e-01	4.760e-01	2.632e-01	2.504e-01	2.848e-01	3.464e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	3.024e-01	2.744e-01	3.160e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.385e-01	3.300e-01	3.500e-01	1.959e-01	1.879e-01	2.017e-01	2.361e-01	2.292e-01	2.428e-01	2.593e-01	2.552e-01	2.647e-01	nan	nan	nan	1.383e-01	1.302e-01	1.481e-01	2.540e-01	2.480e-01	2.580e-01	2.469e-01	2.420e-01	2.518e-01	2.861e-01	2.774e-01	2.954e-01	1.672e-01	1.555e-01	1.700e-01	1.628e-01	1.576e-01	1.685e-01	1.948e-01	1.889e-01	2.011e-01	nan	nan	nan	9.858e-02	9.291e-02	1.024e-01
2.200e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	2.824e-01	4.560e-01	4.336e-01	4.760e-01	2.632e-01	2.528e-01	2.808e-01	3.464e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	2.656e-01	2.504e-01	2.776e-01	3.008e-01	2.728e-01	3.160e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.600e-01	3.385e-01	3.300e-01	3.500e-01	1.956e-01	1.820e-01	2.006e-01	2.383e-01	2.299e-01	2.435e-01	2.601e-01	2.575e-01	2.674e-01	1.243e-01	1.161e-01	1.301e-01	1.439e-01	1.341e-01	1.507e-01	2.520e-01	2.480e-01	2.580e-01	2.479e-01	2.428e-01	2.519e-01	2.861e-01	2.785e-01	2.954e-01	1.674e-01	1.580e-01	1.715e-01	1.649e-01	1.587e-01	1.698e-01	1.949e-01	1.903e-01	2.008e-01	8.820e-02	8.371e-02	9.486e-02	9.843e-02	9.325e-02	1.029e-01
2.225e+04	2.816e-01	2.616e-01	2.832e-01	2.808e-01	2.616e-01	3.008e-01	4.560e-01	4.336e-01	4.760e-01	2.640e-01	2.464e-01	2.808e-01	3.472e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	3.008e-01	2.728e-01	3.160e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.385e-01	3.300e-01	3.500e-01	1.967e-01	1.820e-01	2.007e-01	2.377e-01	2.284e-01	2.431e-01	2.607e-01	2.574e-01	2.682e-01	nan	nan	nan	1.449e-01	1.383e-01	1.496e-01	2.520e-01	2.480e-01	2.580e-01	2.480e-01	2.440e-01	2.529e-01	2.862e-01	2.789e-01	2.955e-01	1.680e-01	1.622e-01	1.728e-01	1.652e-01	1.590e-01	1.723e-01	1.946e-01	1.907e-01	1.998e-01	nan	nan	nan	9.950e-02	9.458e-02	1.053e-01
2.250e+04	2.816e-01	2.616e-01	3.008e-01	2.816e-01	2.616e-01	3.008e-01	4.560e-01	4.336e-01	4.760e-01	2.640e-01	2.464e-01	2.848e-01	3.488e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	2.664e-01	2.560e-01	2.800e-01	nan	nan	nan	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.385e-01	3.300e-01	3.500e-01	1.960e-01	1.803e-01	2.007e-01	2.383e-01	2.309e-01	2.440e-01	2.615e-01	2.574e-01	2.703e-01	1.247e-01	1.150e-01	1.288e-01	nan	nan	nan	2.520e-01	2.480e-01	2.600e-01	2.480e-01	2.450e-01	2.529e-01	2.862e-01	2.808e-01	2.943e-01	1.685e-01	1.617e-01	1.741e-01	1.627e-01	1.596e-01	1.722e-01	1.949e-01	1.893e-01	2.000e-01	9.180e-02	8.430e-02	9.701e-02	nan	nan	nan
2.275e+04	2.816e-01	2.608e-01	2.824e-01	2.808e-01	2.616e-01	3.016e-01	4.560e-01	4.336e-01	4.760e-01	2.720e-01	2.464e-01	2.848e-01	3.488e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	3.024e-01	2.808e-01	3.176e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.400e-01	3.300e-01	3.500e-01	1.966e-01	1.803e-01	2.019e-01	2.392e-01	2.315e-01	2.443e-01	2.630e-01	2.577e-01	2.713e-01	nan	nan	nan	1.464e-01	1.384e-01	1.498e-01	2.520e-01	2.480e-01	2.600e-01	2.499e-01	2.459e-01	2.539e-01	2.863e-01	2.808e-01	2.943e-01	1.687e-01	1.628e-01	1.742e-01	1.634e-01	1.603e-01	1.726e-01	1.981e-01	1.918e-01	2.021e-01	nan	nan	nan	1.005e-01	9.596e-02	1.054e-01
2.300e+04	2.808e-01	2.616e-01	2.824e-01	2.816e-01	2.616e-01	3.008e-01	4.560e-01	4.336e-01	4.760e-01	2.720e-01	2.464e-01	2.848e-01	3.600e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	2.712e-01	2.560e-01	2.936e-01	3.000e-01	2.800e-01	3.176e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.400e-01	3.300e-01	3.500e-01	1.967e-01	1.896e-01	2.007e-01	2.391e-01	2.305e-01	2.480e-01	2.630e-01	2.601e-01	2.692e-01	1.249e-01	1.150e-01	1.308e-01	1.463e-01	1.397e-01	1.549e-01	2.520e-01	2.460e-01	2.580e-01	2.500e-01	2.459e-01	2.529e-01	2.880e-01	2.797e-01	2.943e-01	1.700e-01	1.620e-01	1.741e-01	1.660e-01	1.603e-01	1.758e-01	1.990e-01	1.932e-01	2.023e-01	9.293e-02	8.523e-02	9.416e-02	1.005e-01	9.577e-02	1.058e-01
2.325e+04	2.816e-01	2.616e-01	2.816e-01	2.816e-01	2.616e-01	3.016e-01	4.560e-01	4.344e-01	4.768e-01	2.736e-01	2.544e-01	2.848e-01	3.600e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	2.720e-01	2.584e-01	2.992e-01	3.120e-01	2.848e-01	3.352e-01	2.550e-01	2.500e-01	2.650e-01	2.550e-01	2.450e-01	2.650e-01	3.400e-01	3.300e-01	3.500e-01	1.967e-01	1.896e-01	2.007e-01	2.389e-01	2.305e-01	2.510e-01	2.636e-01	2.598e-01	2.683e-01	1.265e-01	1.174e-01	1.315e-01	1.478e-01	1.384e-01	1.534e-01	2.520e-01	2.480e-01	2.600e-01	2.489e-01	2.460e-01	2.540e-01	2.880e-01	2.797e-01	2.943e-01	1.708e-01	1.629e-01	1.768e-01	1.680e-01	1.604e-01	1.747e-01	1.995e-01	1.932e-01	2.071e-01	9.421e-02	8.682e-02	9.818e-02	1.007e-01	9.502e-02	1.063e-01
2.350e+04	2.808e-01	2.616e-01	2.816e-01	2.808e-01	2.616e-01	3.016e-01	4.560e-01	4.344e-01	4.768e-01	2.752e-01	2.544e-01	2.848e-01	3.600e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	nan	nan	nan	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.400e-01	3.300e-01	3.500e-01	1.945e-01	1.897e-01	2.038e-01	2.398e-01	2.321e-01	2.510e-01	2.636e-01	2.606e-01	2.686e-01	nan	nan	nan	nan	nan	nan	2.520e-01	2.460e-01	2.580e-01	2.490e-01	2.459e-01	2.530e-01	2.880e-01	2.800e-01	2.975e-01	1.716e-01	1.650e-01	1.765e-01	1.712e-01	1.647e-01	1.771e-01	1.995e-01	1.943e-01	2.075e-01	nan	nan	nan	nan	nan	nan
2.375e+04	2.816e-01	2.616e-01	2.816e-01	2.808e-01	2.608e-01	3.016e-01	4.560e-01	4.344e-01	4.936e-01	2.736e-01	2.504e-01	2.848e-01	3.600e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	2.720e-01	2.608e-01	2.992e-01	3.120e-01	2.856e-01	3.376e-01	2.550e-01	2.500e-01	2.650e-01	2.550e-01	2.450e-01	2.650e-01	3.434e-01	3.300e-01	3.500e-01	1.947e-01	1.897e-01	2.038e-01	2.409e-01	2.331e-01	2.494e-01	2.636e-01	2.612e-01	2.686e-01	1.276e-01	1.183e-01	1.352e-01	1.502e-01	1.391e-01	1.597e-01	2.520e-01	2.480e-01	2.580e-01	2.500e-01	2.460e-01	2.540e-01	2.880e-01	2.814e-01	2.951e-01	1.720e-01	1.650e-01	1.795e-01	1.713e-01	1.666e-01	1.772e-01	2.001e-01	1.965e-01	2.096e-01	9.455e-02	8.520e-02	9.837e-02	1.022e-01	9.501e-02	1.066e-01
2.400e+04	2.816e-01	2.616e-01	2.824e-01	2.808e-01	2.616e-01	3.016e-01	4.560e-01	4.344e-01	4.936e-01	2.736e-01	2.504e-01	2.864e-01	3.664e-01	3.456e-01	3.672e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	3.200e-01	2.856e-01	3.408e-01	2.550e-01	2.500e-01	2.650e-01	2.550e-01	2.450e-01	2.650e-01	3.434e-01	3.300e-01	3.500e-01	1.943e-01	1.884e-01	2.029e-01	2.433e-01	2.328e-01	2.498e-01	2.646e-01	2.612e-01	2.688e-01	nan	nan	nan	1.503e-01	1.408e-01	1.593e-01	2.520e-01	2.460e-01	2.580e-01	2.500e-01	2.460e-01	2.540e-01	2.880e-01	2.814e-01	2.952e-01	1.731e-01	1.645e-01	1.795e-01	1.715e-01	1.660e-01	1.773e-01	2.011e-01	1.981e-01	2.096e-01	nan	nan	nan	1.021e-01	9.841e-02	1.066e-01
2.425e+04	2.808e-01	2.616e-01	2.816e-01	2.816e-01	2.616e-01	3.008e-01	4.712e-01	4.344e-01	4.936e-01	2.736e-01	2.504e-01	2.864e-01	3.664e-01	3.456e-01	3.680e-01	3.464e-01	3.264e-01	3.472e-01	2.760e-01	2.616e-01	3.040e-01	3.104e-01	2.936e-01	3.384e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.435e-01	3.350e-01	3.500e-01	1.947e-01	1.872e-01	2.047e-01	2.436e-01	2.344e-01	2.542e-01	2.658e-01	2.616e-01	2.708e-01	1.308e-01	1.238e-01	1.361e-01	1.528e-01	1.416e-01	1.600e-01	2.520e-01	2.480e-01	2.580e-01	2.500e-01	2.470e-01	2.560e-01	2.880e-01	2.814e-01	2.952e-01	1.732e-01	1.651e-01	1.802e-01	1.729e-01	1.657e-01	1.774e-01	2.043e-01	1.994e-01	2.097e-01	9.562e-02	8.680e-02	9.932e-02	1.047e-01	1.006e-01	1.070e-01
